WKN;ARIVA_NAME;UNTERNEHMENSPROFIL
A3CR8A;loncor_gold-aktie;Loncor Gold Inc. ist ein Goldexplorationsunternehmen, das sich mit dem Erwerb, der Exploration und der Entwicklung von Edelmetallprojekten im Ngayu-Grünsteingürtel im Nordosten der Demokratischen Republik Kongo befasst. Außerdem exploriert es nach Platinvorkommen. Das Unternehmen ist zu 84,68 % am Adumbi-Projekt beteiligt, das aus sechs Bergbaupachtverträgen mit einer Fläche von 361 Quadratkilometern besteht und im archäischen Ngayu-Grünsteingürtel in den Provinzen Ituri und Haut Uele im Nordosten des Kongo liegt. Das Unternehmen hält auch eine 100%ige Beteiligung an den Isiro-Grundstücken, die aus 11 Explorationsgenehmigungen bestehen und eine Fläche von 1.884 Quadratkilometern in der Provinz Haut Uele im Nordosten des Kongo umfassen. Darüber hinaus besitzt Loncor Gold Inc. Anteile an den Projekten North Kivu, Ngayu, Devon, Navarro, Makapela und Yindi. Das Unternehmen war früher als Loncor Resources Inc. bekannt und änderte im Juni 2021 seinen Namen in Loncor Gold Inc. um. Der Hauptsitz von Loncor Gold Inc. befindet sich in Toronto, Kanada.
A1C3ME;teixeira_duarte-aktie;Teixeira Duarte S.A. ist ein portugiesisches Bauunternehmen. Neben dem Baugewerbe ist das Unternehmen außerdem in den Sparten Konzession und Dienstleistungen, Immobilien, Hotels, Energie und Automobil tätig. Teixeira Duarte ist beispielsweise an der Errichtung von Straßen, Brücken, Dämmen, Krankenhäusern und anderen öffentlichen Einrichtungen beteiligt. Die regionalen Schwerpunkte der Unternehmensaktivitäten konzentrieren sich neben Portugal auf Angola, Algerien, Brasilien, Spanien, Mosambik und Venezuela. Copyright 2021 facunda financial data GmbH
A1EWVR;igp_advantag-aktie;Kein Unternehmensprofil vorhanden.
514680;delticom-aktie;Die Delticom AG ist zusammen mit ihren Tochtergesellschaften im Online-Handel mit Reifen und Rädern in Europa tätig. Das Unternehmen vertreibt seine Reifen an private und gewerbliche Kunden für Pkw, Motorräder, Lkw, Nutzfahrzeuge, Busse und Radsätze. Das Unternehmen betreibt 410 Online-Shops und Online-Vertriebsplattformen in 75 Ländern. Die Delticom AG wurde 1999 gegründet und hat ihren Sitz in Hannover, Deutschland.
A25429;heidelberger_beteiligungsholding_konv-aktie;Kein Unternehmensprofil vorhanden.
A0LA9M;esken-aktie;Esken Limited ist in den Bereichen Luftfahrt und erneuerbare Energien im Vereinigten Königreich, Europa und international tätig. Das Unternehmen ist in den Segmenten Luftfahrt, erneuerbare Energien, Investitionen und nicht-strategische Infrastruktur tätig. Das Segment Aviation umfasst den Betrieb von Verkehrsflughäfen und die Erbringung von Bodenabfertigungsdiensten. Das Segment Erneuerbare Energien befasst sich mit der Bereitstellung von nachhaltiger Biomasse für die Erzeugung erneuerbarer Energien. Das Segment Investments ist in den Bereichen Logistikdienstleistungen, Investitionen und Gepäckabfertigung tätig. Das Segment Non-Strategic Infrastructure befasst sich mit der Verwaltung, Entwicklung und Verwertung eines Portfolios von Immobilien, darunter der Flughafen Carlisle Lake District. Das Unternehmen war früher unter dem Namen Stobart Group Limited bekannt und änderte im Februar 2021 seinen Namen in Esken Limited. Esken Limited wurde im Jahr 2002 gegründet und hat seinen Sitz in Saint Peter Port, Guernsey.
553340;deutsche_grundstuecksauktionen-aktie;Die Deutsche Grundstücksauktionen AG bietet Dienstleistungen im Bereich der Immobilienauktionen in Deutschland an. Das Unternehmen versteigert im Auftrag privater, gewerblicher und öffentlicher Eigentümer fremde Grundstücke und grundstücksgleiche Rechte und führt Online-Auktionen durch. Darüber hinaus ist es im Maklergeschäft tätig. Das Unternehmen war früher unter dem Namen Berliner Grundstücksauktionen-Organisationsgesellschaft mbH & Co KG und änderte 1998 ihren Namen in Deutsche Grundstücksauktionen AG. Die Deutsche Grundstücksauktionen AG wurde 1984 gegründet und hat ihren Hauptsitz in Berlin, Deutschland.
A3E5C4;4_sc-aktie;Das biopharmazeutische Unternehmen 4SC entwickelt niedermolekulare Medikamente, die Krebskrankheiten mit hohem medizinischen Bedarf durch epigenetische Mechanismen bekämpfen. Diese Medikamente sollen den Patienten innovative Behandlungsmöglichkeiten bieten, die erträglicher und wirksamer sind als bestehende Therapien und eine bessere Lebensqualität bieten. Die Pipeline des Unternehmens ist durch ein umfangreiches Patentportfolio geschützt und umfasst vielversprechende Produkte in verschiedenen Phasen der präklinischen und klinischen Entwicklung. 4SC geht für künftiges Wachstum und Wertsteigerung Partnerschaften mit Pharma- und Biotechnologie-Unternehmen ein und wird zugelassene Medikamente in ausgewählten Regionen schließlich eventuell auch selbst vermarkten. Copyright 2021 facunda financial data GmbH
A2AA20;df_deutsche_forfait-aktie;Die DF Deutsche Forfait AG bietet Außenhandelsfinanzierungen und damit verbundene Dienstleistungen für Exporteure, Importeure und andere Finanzunternehmen im Nahen Osten und Osteuropa an. Sie befasst sich mit dem Einzug von Außenhandelsforderungen und der Bereitstellung von Marketing- und Beratungsdienstleistungen. Das Unternehmen ist auch in der Kreditvergabe, dem Kauf und Verkauf von Schuldscheinen, der Abwicklung des Zahlungsverkehrs und dem Inkasso tätig. Darüber hinaus bietet das Unternehmen Projektfinanzierungen und Factoring-Dienstleistungen an. Es bietet seine Dienstleistungen für die Lebensmittel-, Pharma- und Gesundheitsindustrie an. Das Unternehmen wurde im Jahr 2000 gegründet und hat seinen Hauptsitz in Grünwald, Deutschland.
912517;cofina-aktie;Cofina zählt zu den führenden Medienhäusern Portugals. Zum Portfolio gehören fünf in Portugal erscheinende Zeitungen und neun Zeitschriften sowie Onlineportale. Bei den Zeitschriften handelt es sich um die Tageszeitung Correio da Manhã, die zwei kostenlosen Blätter Destak und Metro, die Sportzeitung Record und die Wirtschaftspublikation Jornal de Negócios. Im Magazinbereich produziert die Gesellschaft das wöchentlich erscheinende Heft Sábado, vergleichbar dem deutschen „Focus-Magazin“, das Gesellschaftsblatt Flash, die Frauenzeitschriften Máxima und Vogue sowie ihr Pendant für männliche Kunden GQ, ferner das TV-Magazin TV Guia, das IT-Heft Semana Informática und die Autozeitschrift Automotor. Im Onlinebereich publiziert COFINA zum einen Webmagazine zur Ergänzung der Printerzeugnisse, zum anderen auch das reine Internetportal XL mit Informationen zu Nachrichten, Sport und Klatsch. Copyright 2021 facunda financial data GmbH
A2QEFA;fashionette_ag-aktie;Die Fashionette AG betreibt eine Online-Plattform für hochwertige und luxuriöse Modeaccessoires in Deutschland, den Niederlanden, Österreich, Großbritannien, der Schweiz und international. Das Unternehmen bietet Handtaschen, Schuhe, Sonnenbrillen, Uhren und Schmuck sowie Lederwaren an. Die Fashionette AG wurde 2008 gegründet und hat ihren Hauptsitz in Düsseldorf, Deutschland.
800956;regenbogen-aktie;Regenbogen AG ist als Betreiber von Feriencamps tätig. Die Gesellschaft unterhält in Deutschland 10 Anlagen und weitere zwei Anlagen in Schweden. Von den deutschen Anlagen befinden sich fünf an der Ostseeküste- 2 davon auf der Insel Rügen. Die übrigen Anlagen befinden sich in Nordrhein-Westfalen, der Lüneburger Heide, im Cuxland, und im Schwarzwald. Dabei konzentriert sich die Regenbogen AG auf Camping- und Ferienanlagen im gehobenen Segment. Außerdem legt das Unternehmen Wert auf umfangreiche Freizeitangebote in ihren Feriencamps. Copyright 2021 facunda financial data GmbH
938906;impresa-aktie;Impresa SGPS ist ein portugiesischer Medienkonzern. Zum Unternehmen gehört der Fernsehsender SIC, die portugiesische Wochenzeitung Expresso sowie andere Magazine. Das Online-Geschäft fasst sich unter Impresa Digital zusammen. Copyright 2021 facunda financial data GmbH
A1EMG5;sporttotal-aktie;Die SPORTTOTAL AG (ISIN: DE000A1EMG56) mit Sitz in Köln ist ein Technologie- und Medienunternehmen, das im schnell skalierbaren Digitalgeschäft mit Video-Plattformen und Communities (DIGITAL), im margenstarken nationalen und internationalen Projektgeschäft (VENUES) sowie im Geschäft mit Live-Events (LIVE) wächst. Das 1979 gegründete Unternehmen betreibt mit sporttotal.tv ein hochfrequentiertes, wachstumsstarkes Portal für Online-Sportvideos und Live-Streaming. Dabei stattet das Unternehmen Amateurvereine mit einer speziellen Videotechnik aus, die es erlaubt, Sportereignisse in hoher Qualität und vollautomatisch live auf „sporttotal.tv“ zu übertragen. Zum weiteren Leistungsportfolio der SPORTTOTAL AG zählt die technische Ausrüstung von Rennstrecken und Sportstätten sowie die Produktion und Vermarktung von Sportevents wie dem ADAC Zurich 24-Stunden-Rennen am Nürburgring. Darüber hinaus produziert die SPORTTOTAL AG Content für namhafte Unternehmen wie Porsche, Audi, Mercedes/AMG, Red Bull, VW oder Deutsche Post AG und veranstaltet hochwertige Live-Erlebnisse wie die Porsche Driving Experience. Copyright 2021 facunda financial data GmbH
A2GSVV;the_grounds_real_estate_development-aktie;Die Grounds Real Estate Development AG entwickelt, verwaltet und vertreibt Wohnimmobilien in Deutschland. Das Unternehmen wurde im Jahr 2007 gegründet und hat seinen Sitz in Berlin, Deutschland.
511880;11_88_0_solutions-aktie;Die 11880 Solutions AG bietet zusammen mit ihren Tochtergesellschaften Telefonauskunftsdienste für Privat- und Geschäftskunden in Deutschland an. Sie ist in zwei Segmenten tätig: Digital und Auskunftsdienste. Das Unternehmen bietet Online-Marketing-Dienstleistungen für kleine und mittelständische Unternehmen sowie Sekretariats- und Call-Center-Dienstleistungen an. Darüber hinaus versorgt es Unternehmen mit Online-Präsenz mit Produkten wie Corporate Websites, Google Ads oder Microsoft Advertising, Suchmaschinenoptimierung, Online-Werbung, Usability-Optimierung, Website-Analysen, Google My Business und Facebook-Unternehmensseiten und unterstützt sie bei der Planung und Umsetzung von digitaler Werbung. Darüber hinaus bietet das Unternehmen Softwarelösungen wie digitale Telefonbücher und Gelbe Seiten auf CD-ROM sowie Intranet- und Datenbanklösungen an. Darüber hinaus bietet es Dienstleistungen für den Anzeigeneintrag im Online-Branchenbuch 11880.com, in Partnerportalen und in der 11880.com-App sowie werkenntdenBESTEN.de, eine Suchmaschine für Online-Bewertungen, und wirfindendeinenJOB.de, ein Jobportal. Das Unternehmen war früher unter dem Namen telegate AG bekannt und wurde im Juni 2016 in 11880 Solutions AG umbenannt. Das Unternehmen wurde 1996 gegründet und hat seinen Hauptsitz in Essen, Deutschland. Die 11880 Solutions AG ist eine Tochtergesellschaft der United vertical media GmbH.
657710;nanorepro-aktie;"Die NanoRepro AG entwickelt, produziert und vertreibt in Deutschland und international diagnostische Schnelltests und Nahrungsergänzungsmittel für den privaten und professionellen Gebrauch. Das Unternehmen bietet Produkte in den Bereichen Familienplanung und Krankheitserkennung sowie Nahrungsmittelunverträglichkeiten, Allergien und Infektionskrankheiten an. Das Unternehmen bietet diagnostische Schnelltests, wie z.B. Produkte für die Familienplanung und die Gesundheitsvorsorge; Tests für Krankenhäuser und Arztpraxen zum Nachweis von Aids, Troponin I, D-Dimer, Streptokokken-Antigen, Influenza Typ A und B Antigenen und Mikroalbumin; und immunchromatographische Lateral-Flow-Tests für den diagnostischen Nachweis von Biomarkern, sowie SARS-CoV-2 Antikörpertest und Corona-Antigen-Schnelltest. Es bietet auch Nahrungsergänzungsmittel für Männer und Frauen, einschließlich Alphabiol Beauty Elixier für die Haut Glanz auf der Grundlage der Kombination von Mikronährstoffen; Alphabiol Curcumin Elixier mit Curcumin Vitamin D, ein wesentlicher Nährstoff für Vitamin D über Online-Shops und Apotheken. Die NanoRepro AG wurde 2006 gegründet und hat ihren Hauptsitz in Marburg."
A2LQUA;creditshelf-aktie;Die creditshelf Aktiengesellschaft ist als digitaler Mittelstandsfinanzierer in Deutschland tätig. Das Unternehmen bietet Online-Unternehmens- und Betriebsmittelkredite sowie Unternehmens-, Projekt- und Wachstumsfinanzierungen an. Außerdem ist sie im Handel tätig. Das Unternehmen bedient seine Kunden über die Online-Plattform creditshelf.com. creditshelf Aktiengesellschaft wurde 2014 gegründet und hat seinen Hauptsitz in Frankfurt am Main, Deutschland.
A1RFMY;rcm_beteiligungs-aktie;Die RCM Beteiligungs AG ist eine börsennotierte Investmentgesellschaft, die sich auf Immobilien spezialisiert hat. Das Unternehmen versucht in Wohnimmobilien zu investieren. Die RCM Beteiligungs AG wurde 1999 gegründet und hat ihren Hauptsitz in Sindelfingen, Deutschland.
A1RFMZ;sm_wirtschaftsberatungs-aktie;Die SM Wirtschaftsberatungs AG beschäftigt sich mit der Investition, Vermietung und Verwaltung von Wohn- und Gewerbeimmobilien in Deutschland. Außerdem gestaltet sie Gebäude neu. Das Unternehmen wurde 1996 gegründet und hat seinen Sitz in Sindelfingen, Deutschland. Die SM Wirtschaftsberatungs AG ist eine Tochtergesellschaft der RCM Beteiligungs AG.
A2E4LE;voltabox-aktie;Die Voltabox AG ist ein Systemanbieter für Elektromobilität in industriellen Anwendungen. Mit seinen sicheren und wirtschaftlichen Lithium-Ionen-Batteriesystemen ist das Unternehmen ein Wegbereiter für nachhaltige Mobilität. Das Unternehmen verfügt über die drei Geschäftsbereiche. Der Geschäftsbereich Voltapower bietet Batteriesysteme für den industriellen Bereich. Diese kommen in Gabelstaplern, Bergbaufahrzeugen, Oberleitungsbussen und fahrerlosen Transportsystemen zum Einsatz. Ein weiteres Geschäftsfeld bildet Voltaforce, das sich auf Lithium-Ionen-Batterien für den Massenmarkt spezialisiert. Der Schwerpunkt liegt insbesondere auf Starterbatterien für Motorräder und Sportwagen. Außerdem werden Batteriesysteme für 48-Volt-Mild-Hybrid-Anwendungen hergestellt. Hinzu kommt der Geschäftsbereich Votamotion, welcher sich auf die Entwicklung von elektrischen Antriebssystemen konzentriert. Am firmeneigenen Forschungszentrum in Aachen werden ergänzende Antriebskomponenten, wie beispielsweise die Leistungselektronik zur vollständigen Elektrifizierung von Hochleistungsfahrzeugen, entwickelt. Das Unternehmen betreibt Produktionsstätten in Delbrück und Austin (USA). Ein weiterer Standort in Aachen konzentriert sich auf Forschung und Entwicklung. Copyright 2021 facunda financial data GmbH
164456;erlebnis_akademie-aktie;"Die Erlebnis Akademie AG wurde 2001 im oberpfälzischen Bad Kötzting gegründet und zählt heute zu den führenden Anbietern im naturnahen Freizeit- und Erlebnisbereich in Deutschland. Das Unternehmen hat bislang elf Baumwipfelpfade inklusive ergänzender Einrichtungen mit einem Gesamtinvest von über 60 Mio. Euro errichtet. Die deutschen Standorte befinden sich im Schwarzwald, im Nationalpark Bayerischer Wald, auf den Inseln Rügen und Usedom sowie an der Saarschleife. Darüber hinaus wurden zwei Standorte in Tschechien [Lipno nad Vltavou (2012); Krkonose (2017)] sowie jeweils einer in der Slowakei [Bachledova/Hohe Tatra (2017)], in Österreich [Gmunden, Salzkammergut (2018)], in Slowenien [Pohorje (2019)] sowie in Frankreich [Elsass (2021)] errichtet. Die pädagogischen Inhalte wurden jeweils in Kooperation mit renommierten Partnern, wie der Deutschen Bundesstiftung Umwelt, umgesetzt. Im Jahr 2020 besuchten insgesamt mehr als 1,8 Mio. Besucher die Baumwipfelpfade der eak-Gruppe. Neben der Planung von – unter normalen Rahmenbedingungen – durchschnittlich jährlich drei neuen Baumwipfelpfaden bieten sich zusätzliche konkrete Wachstumsperspektiven durch Erweiterung der bestehenden Anlagen, Ausbau des Merchandising, Gastronomieangebote und Kooperationsmarketing – sowie perspektivisch durch Konzept-Transfer auf andere Naturerlebniswelten Copyright 2021 facunda financial data GmbH"
555869;paragon-aktie;paragon GmbH & Co. KGaA entwickelt, produziert und vertreibt Automobilelektronik-, Karosserie-Kinematik- und E-Mobility-Lösungen für die Automobilindustrie in Deutschland, der Europäischen Union und international. Das Unternehmen ist in zwei Segmenten tätig: Elektronik und Mechanik. Das Segment Elektronik entwickelt und vertreibt Sensoren, Mikrofone und Instrumente hauptsächlich für die Automobilindustrie. Das Segment Mechanik entwickelt und vertreibt elektromechanische Komponenten für die Automobilindustrie und die mechanische Fertigung. Das Unternehmen wurde 1988 gegründet und hat seinen Hauptsitz in Delbrück, Deutschland.
785747;klassik_radio-aktie;Die Klassik Radio AG betreibt Hörfunksender in Deutschland. Sie ist in zwei Segmenten tätig: Radiosender und Merchandising. Das Unternehmen vertreibt Werbeformate im Radio und Unterhaltungsnachrichten. Es bietet digitale werbefinanzierte Gratiskanäle wie klassik am morgen, feel good klassik, klassik, movie heroes, film classics, new classics, wine evenings, classics for cooking, baroque, mozart, bach, beethoven, verdi, piano, opera, classical music for children, classical rock, lounge beat, schiller lounge, die till brönner show, smooth jazz und andere Kanäle. Das Unternehmen war früher unter dem Namen Klassik AG bekannt und änderte 2004 seinen Namen in Klassik Radio AG. Die Klassik Radio AG wurde 1986 gegründet und hat ihren Sitz in Augsburg, Deutschland.
A2E4SV;cyan-aktie;"Die cyan AG bietet über ihre Tochtergesellschaften intelligente IT-Sicherheitslösungen und Telekommunikationsdienste in Nord- und Südamerika, Europa, dem Nahen Osten, Afrika und dem asiatisch-pazifischen Raum an. Das Unternehmen ist in zwei Segmenten tätig: Cybersecurity und BSS/OSS. Es bietet BSS/OSS-Dienste, wie z. B. Verbindung zum Netzbetreiber, Abrechnung, Verwaltung von Guthaben, Bereitstellung usw. für virtuelle Mobilfunknetzbetreiber (MVNO), um einen virtuellen Mobilfunkbetreiber zu betreiben. Das Unternehmen bietet außerdem OnNet Security, eine netzwerkbasierte Lösung, die es Dienstanbietern und Netzbetreibern ermöglicht, die Vorteile der bestehenden Infrastruktur durch konvergente Sicherheit zu nutzen; OnDevice Security, eine endpunktbasierte Lösung, die es Dienstanbietern ermöglicht, die Geräte ihrer Kunden vor Cyber-Bedrohungen wie Phishing, Betrug, Malware und anderen zu schützen; Kinderschutzlösungen, eine anwendungsbasierte Sicherheitslösung für den Schutz von Kindern; Clean Pipe Domain Name System-Lösungen, die es Dienstanbietern und MVNO ermöglichen, unerwünschten Datenverkehr und bösartige Inhalte direkt in ihrem Netzwerk zu filtern. Das Unternehmen bietet außerdem Cybersicherheitslösungen für Mobilfunk- und Festnetz-Internetanbieter, MVNO, Banken, Versicherungen und Finanzdienstleister. Die cyan AG wurde 2017 gegründet und hat ihren Hauptsitz in München, Deutschland."
A0Z25L;deutsche_biotech_innovativ-aktie;Die DBI ist ein virtuelles Biotechnologie-Unternehmen, d.h. sämtliche Forschungs- & Entwicklungsaktivitäten, Präklinik und Klinische Studien werden in Projektgesellschaften durchgeführt, an denen die DBI AG jeweils unterschiedliche Anteile hält. Darüber hinaus verfügt die DBI über ein großes internationales Netzwerk aus weltweit führenden Wissenschaftlern, Institutionen und Unternehmen aus Biotech, Medizin, Pharmazie und den Life Sciences. Die DBI kann so auf einen großen Pool von globalen Patientendaten, wie zum Beispiel Blutdatenbanken, zugreifen. Die DBI investiert vor allem in die Erforschung und Entwicklung von Wirkstoffen, die ein hohes Alleinstellungspotenzial besitzen. Im Fokus der Wirkstoffentwicklung stehen die Indikationen Sepsis und Krebs. Copyright 2021 facunda financial data GmbH
A2JE3W;asmallworld-aktie;"Die Asmallworld AG betreibt weltweit ein digitales Reise- und Lifestyle-Ökosystem. Das Unternehmen bietet das soziale Netzwerk ASMALLWORLD an, das seine Mitglieder über seine App und Website verbindet, wo sie andere Mitglieder treffen, sich an Online-Diskussionen beteiligen, Reise- und Lifestyle-Inspirationen erhalten und eine Fülle von Reiseprivilegien genießen können. Zu den weiteren Geschäftsbereichen gehören ASMALLWORLD Collection, eine Online-Hotelbuchungsmaschine, die sich auf Hotels konzentriert und die ""ASMALLWORLD Preferred Rate"" anbietet, mit der die Kunden Reisevorteile genießen können; ASMALLWORLD Private, ein High-End-Reisebüro, das personalisierte Reiseservices anbietet; ASW Hospitality, ein Hotelmanagementunternehmen, das das North Island Resort auf den Seychellen betreibt und verwaltet; First Class & More, ein abonnementbasierter, intelligenter Luxusreisedienst, der es Mitgliedern ermöglicht, Luxusreisen zu Insiderpreisen zu genießen; und The World's Finest Clubs, ein großer Nachtleben-Concierge, der seinen Mitgliedern VIP-Zugang zu den Nachtleben-Locations bietet. Das Unternehmen wurde im Jahr 2004 gegründet und hat seinen Hauptsitz in Zürich, Schweiz. Die Asmallworld AG ist eine Tochtergesellschaft der Pellegrino Capital AG."
548956;united_labels-aktie;"Die UNITEDLABELS Aktiengesellschaft entwickelt, produziert und vertreibt zusammen mit ihren Tochtergesellschaften lizenzierte Konsumgüter mit Zeichentrickfiguren in Deutschland und international. Das Unternehmen ist in zwei Segmenten tätig: Key Account und Special Retail. Das Unternehmen bietet Comic-Ware in Lizenz an, vor allem von Peanuts, Warner Bros., Hasbro, Mattel, Z.A.G., Viacom/Nickelodeon und anderen. Es bietet Bekleidung, darunter Nachtwäsche, Unterwäsche, Strümpfe, Boxershorts, Hosen, Shorts, Badebekleidung, Sweatshirts, Pullover, T-Shirts und Jacken; Geschenkartikel wie Tassen, Müslischalen, Eierbecher, Geschirr, Glaswaren, Brillenetuis, Spardosen, Keksdosen, Figuren, Kerzen, Wecker und Uhren sowie Plüschtiere, Sitzsäcke, Kissen und Hausschuhe. Darüber hinaus bietet das Unternehmen Schreibwaren, bestehend aus Papieren, Schreibblöcken, Stiftboxen, Schreibtischunterlagen, Mäppchen, Buchstützen, Stiften und Schreibwarenboxen, Heimtextilien, bestehend aus Handtüchern, Waschlappen, Geschirrtüchern, Bademänteln, Hausschuhen, Bettwäsche, Kissen, Schürzen und Servietten, sowie Taschen und Accessoires, wie Reisetaschen, Sporttaschen, Handtaschen, Rucksäcke, Geldbörsen, Gürtel, Haarschmuck, Mützen, Schals, Handschuhe und Schlüsselanhänger. Das Unternehmen vertreibt seine Produkte direkt an Endkunden über verschiedene Verkaufsstellen, E-Commerce-Plattformen, Fachhändler, Großhändler, Einkaufsverbände und Einzelhändler im Massengeschäft. Die UNITEDLABELS Aktiengesellschaft wurde 1987 gegründet und hat ihren Hauptsitz in Münster, Deutschland."
A0LA30;tick_trading_software-aktie;Copyright 2021 facunda financial data GmbH
A289B0;teles_informationstechnologien-aktie;Die TELES AG Informationstechnologien ist in den Segmenten Telekommunikation (TELES Carrier Solutions) und Pharma (Apothekenrechenzentrum und Arzneimittelversorger) tätig. TELES Carrier Solutions liefert Digitalisierungslösugen für die Entwicklung und Wartung von Telekommunikationsnetzen an nationale oder internationale Carrier. TELES migriert traditionelle TDM/SDHNetze in All-IP-Netze und bietet cloudbasierte Unified Communication as a Service an. In rund 50 Ländern telefonieren Millionen von Menschen über TELES Produkte miteinander. TELES Pharma vereint das Managen von großen Datenvolumen in der Pharmaindustrie und die Arzneimittelvesorgung. Gemeinsam ist ihnen, die Digitalisierung und die Prozess-Optimierung entlang der pharmazeutischen Wertschöpfungsketten. Copyright 2021 facunda financial data GmbH
A1681X;singulus_technologies-aktie;"Die Singulus Technologies AG entwickelt und montiert innovative Maschinen und Anlagen für Dünnschichtbeschichtungs- und Oberflächenbehandlungsprozesse. Das Unternehmen bietet Vakuum-Dünnfilmbeschichtung, Oberflächentechnik, nasschemische Prozesse und thermische Verarbeitung für den Photovoltaikmarkt; magnetische Sensoren, integrierte Induktivitäten, µLED, Advanced Packaging, integrierte Spannungsregler, MEMS, TMR, pTMR "" MRAM, Hochmomentmaterialien und TFH-Leser und -Schreiber für Halbleiteranwendungen; nasschemische Prozessanlagen für Kontaktlinsen und Zahnimplantate; Inline-Beschichtungslösungen für die vollautomatische Handhabung und Beschichtung dreidimensionaler Teile; fortschrittliche Vakuum-Beschichtungslösungen für Glas- und Automobilanwendungen; und PVD- und PECVD-Produktionssysteme für Batteriezellen sowie verschiedene Lösungen für die Abscheidung von Dünnfilmschichten. Die Singulus Technologies AG wurde 1995 gegründet und hat ihren Sitz in Kahl am Main, Deutschland."
A141J3;corestate_capital_holding-aktie;CORESTATE Capital Holding S.A. (CORESTATE) ist ein Investmentmanager und Co-Investor mit einem verwalteten Vermögen von EUR 20 Mrd. Als eine voll integrierte Immobilien-Plattform bietet CORESTATE seinen Kunden fundierte Expertise in den Bereichen Investment- und Fonds Management sowie Immobilien-Management Services aus einer Hand. Das Unternehmen ist international als angesehener Geschäftspartner für institutionelle Investoren sowie vermögende Privatanleger tätig. Die Gesellschaft hat ihren Hauptsitz in Luxemburg und verfügt über 29 weitere Büros unter anderen in Frankfurt, London, Madrid, Singapur und Zürich. CORESTATE beschäftigt über 470 Mitarbeiter und ist an der Frankfurter Wertpapierbörse notiert. Copyright 2021 facunda financial data GmbH
A12UK0;mountain_alliance_ag-aktie;Die Mountain Alliance AG, eine Beteiligungsgesellschaft, fokussiert sich auf den Mittelstand mit digitalen Unternehmen aus der DACH-Region. Das Unternehmen investiert vor allem in digital getriebene Geschäftsmodelle, Technologie, digitale Business Services, digitalen Handel und Meta-Plattformen& Medien. Die Mountain Alliance AG war früher unter dem Namen Ecommerce Alliance AG bekannt und wurde im Juli 2018 in Mountain Alliance AG umbenannt. Die Mountain Alliance AG wurde im Jahr 2010 gegründet und hat ihren Sitz in München, Deutschland.
585969;invision-aktie;Die InVision Aktiengesellschaft entwickelt und vermarktet zusammen mit ihren Tochtergesellschaften Produkte und Dienstleistungen im Bereich Workforce Management und Bildung in Europa und den USA. Das Unternehmen bietet Produkte wie injixo, eine cloudbasierte Workforce-Management-Software zur Optimierung der Personaleinsatzplanung, und The Call Center School, eine cloudbasierte E-Learning-Lösung, an. Die InVision Aktiengesellschaft wurde 1995 gegründet und hat ihren Hauptsitz in Düsseldorf, Deutschland.
A11QLU;unidevice-aktie;Die UniDevice AG ist zusammen mit ihrer Tochtergesellschaft PPA International AG im Großhandel mit elektronischen Unterhaltungs- und Kommunikationsgeräten tätig. Der Schwerpunkt des Unternehmens liegt auf Smartphone-Elektronik. Es beliefert Mobilfunkanbieter, Großhändler und Einzelhändler. Das Unternehmen wurde im Jahr 2014 gegründet und hat seinen Hauptsitz in Schönefeld, Deutschland.
A12UK5;uca-aktie;Die U.C.A. AG beteiligt sich als Investment- und Beratungshaus an kleinen und mittleren Unternehmen und berät Management und Eigentümer mittelständischer Gesellschaften bei Kauf und Veräußerung von Unternehmensanteilen, bei der Aufnahme von Kapital sowie bei Börsengängen. Im Geschäftssegment Private Equity beteiligt sich U.C.A. an kleinen und mittleren Unternehmen. Im Zentrum stehen hier Wachstumsfinanzierungen, Management-Buy-Outs und Management-Buy-Ins sowie Unterstützung bei Nachfolgelösungen für kleine und mittlere Unternehmen. Das Segment Consulting hat sich auf die Beratung von Management und Eigentümern mittelständischer Unternehmen, insbesondere bei den Bereichen Unternehmensfinanzierung, strategische Kooperationen und Börsengang spezialisiert. Sitz des Unternehmens ist München. Copyright 2021 facunda financial data GmbH
521450;adcapital-aktie;AdCapital ist eine Industrieholding, die sich auf die Kernindustrien Elektrotechnik, Metall- und Kunststoffverarbeitung, Maschinen- und Werkzeugbau sowie Automotive konzentriert. Die Beteiligungen verfügen über Wachstumspotenzial, sind wirtschaftlich erfolgreich und zukunftsorientiert. Das Unternehmen setzt auf nachhaltigen und langfristigen Erfolg ihrer Tochterfirmen. Zu den Aufgaben der AdCapital AG gehören Steuerung, Förderung und Weiterentwicklung der Tochterunternehmen. Das Unternehmen entstand im Jahr 2000 durch die Umfirmierung der Berliner Elektro Holding AG. Im Zuge der Namensänderung wurden auch die strategische Ausrichtung und der Geschäftszweck geändert. Copyright 2021 facunda financial data GmbH
512080;rubean-aktie;Die Rubean AG ist ein seit 20 Jahren agierender Softwarehersteller im Finanzsektor. Das Unternehmen liefert Bankfilialen in Deutschland und der Schweiz Software-Lösungen für die Kommunikation mit Peripheriegeräten. Inzwischen wächst Rubean mit der Entwicklung von innovativen Lösungen für das mobile Bezahlen. Dazu gehören die Tap-on-Phone Lösung PhonePOS, die in Zusammenarbeit mit dem Partnerunternehmen CCV entwickelt wurde und kurz vor der Markteinführung steht, oder die patentierte RubeanTag Technologie, die neben Android Smartphones auch iPhones flexibel an kontaktlose Bezahlsysteme und Kundenbindungsprogramme anbindet. Copyright 2021 facunda financial data GmbH
